"";"adipose";"adrenal_gland";"breast_muscle";"cerebellum";"cerebrum";"gonad";"heart";"hypothalamus";"kidney";"liver";"lung";"lunng";"parietal_nerve";"proventriculus";"spleen"
"chr1_3328672_ID=mir-29_1";242,2;804,8;528,066666666667;626,733333333333;2342,26666666667;1580,06666666667;640,933333333333;473,733333333333;1260,06666666667;749,133333333333;1031,8;1631;228,666666666667;2395,66666666667;3902,53333333333
"chr1_3329689_ID=mir-3556_1";0,133333333333333;0,2;0,4;0;0,333333333333333;0,466666666666667;0,666666666666667;0,0666666666666667;0,666666666666667;0,6;0,933333333333333;0,666666666666667;0,266666666666667;0,533333333333333;0,866666666666667
"chr1_5558265_ID=mir-1626_1";2,53333333333333;2,6;1,26666666666667;3;7,13333333333333;0,466666666666667;0,666666666666667;5;0,666666666666667;1,8;2,46666666666667;1,8;2,73333333333333;2,13333333333333;2,86666666666667
"chr1_5678879_ID=mir-1596_1";1,26666666666667;1,13333333333333;1,26666666666667;1,06666666666667;2,8;0,466666666666667;0,666666666666667;1,4;2,2;0,6;0,933333333333333;0,666666666666667;1,53333333333333;2,13333333333333;2,86666666666667
"chr1_6824866_ID=mir-1460_1";2,46666666666667;1,13333333333333;2,33333333333333;5,06666666666667;5,13333333333333;2,13333333333333;2,06666666666667;3,86666666666667;2,13333333333333;0,6;3,53333333333333;1,8;1,46666666666667;2,06666666666667;2,86666666666667
"chr1_7374368_ID=RF02271.1";0,133333333333333;0,2;0,4;0;0,333333333333333;0,466666666666667;0,666666666666667;0,0666666666666667;0,666666666666667;0,6;0,933333333333333;0,666666666666667;0,266666666666667;0,533333333333333;0,8
"chr1_13212708_number=45";2253,2;2595,46666666667;7018,53333333333;1580,06666666667;766,866666666667;1752,06666666667;5100,93333333333;736;3127,13333333333;9248,86666666667;1599,46666666667;1260,06666666667;1426,06666666667;7757,26666666667;1481,53333333333
"chr1_14567821_ID=mir-2126_1";0,133333333333333;0,2;0,4;0;0,333333333333333;1,4;0,666666666666667;0,0666666666666667;0,666666666666667;0,6;0,933333333333333;0,666666666666667;0,266666666666667;0,533333333333333;0,8
"chr1_17851434_ID=RF00214.1";1,26666666666667;1,13333333333333;1,26666666666667;0;0,266666666666667;1,4;0,666666666666667;0,0666666666666667;0,666666666666667;0,6;0,933333333333333;1,8;1,46666666666667;0,533333333333333;0,733333333333333
"chr1_20342133_ID=mir-1693_1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,666666666666667;0,0666666666666667;0,6;0,6;0,933333333333333;0,666666666666667;0,266666666666667;0,466666666666667;0,733333333333333
"chr1_21236511_ID=RF00003.1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0,0666666666666667;0,6;0,6;0,933333333333333;0,666666666666667;0,266666666666667;0,466666666666667;0,733333333333333
"chr1_22902841_ID=RF00100.1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0,0666666666666667;0,6;0,533333333333333;0,866666666666667;0,666666666666667;0,266666666666667;0,466666666666667;0,733333333333333
"chr1_23147247_ID=mir-1645_1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;2;0;0,6;0,533333333333333;0,866666666666667;0,666666666666667;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_23306652_ID=RF00485.1";0,133333333333333;0,133333333333333;0,4;1,06666666666667;0,266666666666667;0,466666666666667;0,6;0;0,6;0,533333333333333;0,866666666666667;0,666666666666667;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_24621777_ID=RF02184.1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0;0,6;0,533333333333333;0,866666666666667;0,666666666666667;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_25886903_ID=mir-3666_1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0;0,6;0,533333333333333;0,866666666666667;0,6;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_26663517_ID=mir-1695_1";0,133333333333333;1,13333333333333;0,4;1,53333333333333;3,46666666666667;0,466666666666667;0,6;2;2,13333333333333;0,533333333333333;0,866666666666667;0,6;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_30965098_ID=RF00003.2";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0;0,6;0,533333333333333;0,8;0,6;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_31782060_ID=RF00619.1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0;0,6;0,533333333333333;0,8;0,6;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_32561966_ID=RF00467.1";2,46666666666667;1,13333333333333;1,26666666666667;0;1,2;2,06666666666667;4,26666666666667;0;0,6;1,8;2,33333333333333;1,73333333333333;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_32564506_ID=RF01417.1";0,133333333333333;0,133333333333333;0,4;0;0,266666666666667;0,466666666666667;0,6;0;0,6;0,533333333333333;0,733333333333333;0,6;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_32568860_ID=RF00214.2";2,46666666666667;1,13333333333333;0,4;1,06666666666667;0,266666666666667;1,4;6,53333333333333;1;0,6;4;3,53333333333333;1,73333333333333;1,46666666666667;2,06666666666667;2,86666666666667
"chr1_33019227_ID=let-7_3";4681,13333333333;4254,93333333333;11968,4;29850,2666666667;9248,86666666667;4887,8;5885,6;8074,26666666667;2774,86666666667;5669;12725,0666666667;16719,2;5669;7018,53333333333;11560,5333333333
"chr1_33564597_HACA_75-";3,33333333333333;2,6;6,86666666666667;3,86666666666667;3,46666666666667;4;10,1333333333333;9,13333333333333;8,26666666666667;5,73333333333333;3,53333333333333;3,66666666666667;4,53333333333333;11,6;5,13333333333333
"chr1_37563972_ID=RF00485.2";0,133333333333333;0,133333333333333;0,4;1,06666666666667;0,266666666666667;0,466666666666667;0,6;1,4;0,6;0,466666666666667;0,733333333333333;0,6;0,266666666666667;0,466666666666667;0,666666666666667
"chr1_44928529_number=1";12725,0666666667;22356,7333333333;742,066666666667;712,266666666667;626,733333333333;2644,6;11047,3333333333;1031,8;5669;2774,86666666667;6908,8;4409,86666666667;16719,2;498,133333333333;2253,2
"chr1_45275206_ID=RF02094.1";0,133333333333333;0,133333333333333;0,333333333333333;0;0,266666666666667;0,466666666666667;0,6;0;0,533333333333333;0,466666666666667;2,33333333333333;0,6;0,2;0,466666666666667;0,6
"chr1_45581164_number=2";1021,26666666667;632,266666666667;1049,8;554,4;511,066666666667;162,266666666667;1345,66666666667;659,266666666667;528,066666666667;835,266666666667;265,8;178,666666666667;862,2;862,2;196,066666666667
"chr1_46087390_ID=mir-1691_1";0,133333333333333;1,13333333333333;0,333333333333333;1,06666666666667;0,266666666666667;0,466666666666667;0,6;0;0,533333333333333;0,466666666666667;0,733333333333333;0,6;0,2;0,466666666666667;0,6
"chr1_46128770_ID=RF01967.1";0,133333333333333;0,133333333333333;0,333333333333333;0;0,266666666666667;0,466666666666667;0,6;0;0,533333333333333;0,466666666666667;0,733333333333333;0,6;0,2;0,466666666666667;0,6
"chr1_46130937_ID=RF01968.1";0,133333333333333;0,133333333333333;0,333333333333333;0;0,266666666666667;0,466666666666667;0,533333333333333;0;0,533333333333333;0,466666666666667;0,666666666666667;0,6;0,2;0,466666666666667;0,6
"chr1_46150495_ID=RF01969.1";0,133333333333333;0,133333333333333;0,333333333333333;0;0,266666666666667;0,466666666666667;0,533333333333333;0;0,533333333333333;0,466666666666667;0,666666666666667;0,6;0,2;0,466666666666667;0,6
"chr1_46150801_ID=RF01970.1";0,133333333333333;0,133333333333333;0,266666666666667;1,06666666666667;0,2;0,466666666666667;0,533333333333333;0;0,533333333333333;0,466666666666667;0,666666666666667;0,6;0,133333333333333;0,466666666666667;0,6
"chr1_46153516_ID=mir-135_3";17,7333333333333;103,333333333333;6,73333333333333;2735,8;2135,4;92,6;281,8;632,266666666667;258,4;195,2;299,133333333333;473,733333333333;55,7333333333333;55,7333333333333;34,6
"chr1_46479257_number=3";3245,46666666667;1883,73333333333;13161,0666666667;1883,73333333333;1151,6;1312,13333333333;3902,53333333333;1967,13333333333;1835,93333333333;6065,66666666667;1368,13333333333;1031,8;2595,46666666667;4204,33333333333;686,266666666667
"chr1_46479506_number=44";3322,8;1927,53333333333;13500,5333333333;1927,53333333333;1173;1270,93333333333;3816,33333333333;2028,06666666667;1883,73333333333;5885,6;1345,66666666667;1021,26666666667;2644,6;4254,93333333333;698,266666666667
"chr1_46479960_number=4";83,1333333333333;135,4;85,7333333333333;124,4;254,866666666667;50,8;45,2666666666667;122,4;96;34,6;44,5333333333333;48,3333333333333;98,0666666666667;16,8666666666667;30,2666666666667
"chr1_46520990_HACA_53";4,13333333333333;3,2;0,266666666666667;1,86666666666667;1,2;1,33333333333333;0,533333333333333;2;2,06666666666667;1,8;0,666666666666667;0,6;1,4;4,8;2,86666666666667
"chr1_47925050_ID=RF00032.1";2,33333333333333;1,13333333333333;1,26666666666667;1,06666666666667;0,2;1,33333333333333;2;1;2,06666666666667;5,66666666666667;2,33333333333333;0,533333333333333;1,4;2,06666666666667;2,86666666666667
"chr1_47927655_ID=RF00032.2";0,133333333333333;0,133333333333333;0,266666666666667;1,06666666666667;1,2;0,466666666666667;0,533333333333333;0;0,533333333333333;0,466666666666667;0,666666666666667;1,73333333333333;0,133333333333333;0,466666666666667;0,6
"chr1_47928653_ID=RF00032.3";2,33333333333333;2,53333333333333;2,33333333333333;5,86666666666667;4,2;2,06666666666667;2;3,13333333333333;2,06666666666667;3,86666666666667;2,2;1,73333333333333;1,4;3,6;2,86666666666667
"chr1_47932772_ID=RF00032.4";4,13333333333333;4,2;4,4;8;3,46666666666667;2,86666666666667;4,2;6,4;5,4;9,46666666666667;3,53333333333333;3,66666666666667;2,66666666666667;5,86666666666667;5,13333333333333
"chr1_47933657_ID=RF00032.5";1,26666666666667;1,13333333333333;1,26666666666667;1;1,2;0,466666666666667;2;1;0,533333333333333;1,8;0,666666666666667;1,73333333333333;1,33333333333333;2;0,6
"chr1_47935409_ID=RF00032.6";1,26666666666667;1,13333333333333;1,26666666666667;1;1,13333333333333;0,466666666666667;2;1;0,533333333333333;1,8;0,666666666666667;1,73333333333333;1,33333333333333;2;0,6
"chr1_47936090_ID=RF00032.7";4,13333333333333;4,2;4,26666666666667;7,93333333333333;3,33333333333333;2,86666666666667;4,2;6,4;5,33333333333333;9,46666666666667;3,46666666666667;3,6;2,66666666666667;5,8;5,06666666666667
"chr1_47943765_ID=RF00032.8";2,33333333333333;1,13333333333333;2,2;1,53333333333333;0,2;1,33333333333333;2;1;3,66666666666667;6,86666666666667;2,2;0,533333333333333;1,33333333333333;2;5,06666666666667
"chr1_47944975_ID=RF00032.9";2,2;2,53333333333333;2,2;5,86666666666667;4,2;2,86666666666667;1,86666666666667;3,13333333333333;2;5,66666666666667;2,2;1,73333333333333;1,26666666666667;3,53333333333333;2,86666666666667
"chr1_47946605_ID=RF00032.10";3,33333333333333;1,13333333333333;1,26666666666667;14,6;6,2;2,86666666666667;4,2;7,26666666666667;3,6;3,86666666666667;3,46666666666667;0,533333333333333;2,66666666666667;3,53333333333333;2,86666666666667
"chr1_47953802_ID=RF00032.11";6,13333333333333;4,13333333333333;3,33333333333333;8,66666666666667;2,73333333333333;4,86666666666667;17,3333333333333;5;9,66666666666667;11,5333333333333;4,53333333333333;3,53333333333333;5,2;5,73333333333333;7,93333333333333
"chr1_47958529_ID=RF00032.12";4,73333333333333;1,13333333333333;2,2;1,86666666666667;1,13333333333333;2,06666666666667;1,86666666666667;1;2;5,66666666666667;2,13333333333333;1,73333333333333;2,66666666666667;2;2,8
"chr1_47959749_ID=RF00032.13";19,4666666666667;9,13333333333333;16,6666666666667;12,4666666666667;11,6;21,2;30,9333333333333;9,66666666666667;31,5333333333333;40,4666666666667;31,8666666666667;26,8666666666667;16;16,6666666666667;58,8666666666667
"chr1_47960961_ID=RF00032.14";2,2;1,66666666666667;1,26666666666667;1;0,2;1,26666666666667;1,8;1;2;1,73333333333333;2,13333333333333;1,73333333333333;1,26666666666667;3,53333333333333;2,73333333333333
"chr1_47973684_ID=RF00032.15";1,26666666666667;0,133333333333333;0,266666666666667;1;0,2;1,26666666666667;1,8;1;0,466666666666667;0,466666666666667;0,666666666666667;1,73333333333333;1,26666666666667;2;2,66666666666667
"chr1_47975388_ID=RF00032.16";1,26666666666667;0,133333333333333;0,266666666666667;0;0,133333333333333;0,466666666666667;0,533333333333333;0;0,466666666666667;1,73333333333333;2,06666666666667;0,533333333333333;0,133333333333333;0,466666666666667;2,66666666666667
"chr1_47978423_ID=RF00032.17";1,26666666666667;1,66666666666667;1,26666666666667;1;0,133333333333333;1,26666666666667;1,8;1;0,466666666666667;1,73333333333333;2,06666666666667;0,533333333333333;1,26666666666667;2;2,66666666666667
"chr1_47980592_ID=RF00032.18";2,2;2,46666666666667;2,13333333333333;3,86666666666667;1,13333333333333;2,86666666666667;4,13333333333333;4,4;3,53333333333333;6,73333333333333;2,06666666666667;0,533333333333333;1,26666666666667;1,86666666666667;5
"chr1_47986708_ID=RF00032.19";1,26666666666667;1,13333333333333;1,26666666666667;1,53333333333333;0,133333333333333;1,26666666666667;1,8;1;0,466666666666667;0,466666666666667;0,666666666666667;0,533333333333333;1,26666666666667;1,86666666666667;5
"chr1_47994503_ID=RF00032.20";2,13333333333333;1,13333333333333;1,26666666666667;1;0,133333333333333;2;1,8;1;2;5,66666666666667;3,46666666666667;0,533333333333333;1,26666666666667;1,8;4,93333333333333
"chr1_47995710_ID=RF00032.21";1,26666666666667;1,13333333333333;0,266666666666667;0;1,13333333333333;1,26666666666667;0,533333333333333;1;0,466666666666667;1,73333333333333;2;1,73333333333333;0,133333333333333;1,8;0,6
"chr1_47997841_ID=RF00032.22";2,13333333333333;1,13333333333333;1,26666666666667;1;0,133333333333333;2;1,73333333333333;1;2;5,46666666666667;3,33333333333333;0,533333333333333;1,26666666666667;1,8;4,86666666666667
"chr1_48009491_ID=RF00032.23";2,06666666666667;1,66666666666667;1,26666666666667;1,53333333333333;1,13333333333333;1,26666666666667;6,4;2;2;5,4;4,53333333333333;1,66666666666667;1,26666666666667;4,8;2,66666666666667
"chr1_48010383_ID=RF00032.24";1,26666666666667;1,13333333333333;1,26666666666667;1;1,13333333333333;1,26666666666667;1,73333333333333;0;1,86666666666667;5,33333333333333;2;0,466666666666667;1,26666666666667;1,8;2,66666666666667
"chr1_48011610_ID=RF00032.25";1,26666666666667;1,13333333333333;1,26666666666667;1;0,133333333333333;1,26666666666667;1,73333333333333;1;3,53333333333333;5,2;3,33333333333333;0,466666666666667;1,26666666666667;1,8;4,8
"chr1_48016642_ID=RF00032.26";1,26666666666667;1,13333333333333;1,26666666666667;1;0,133333333333333;1,26666666666667;1,73333333333333;0;1,86666666666667;5,13333333333333;2;1,66666666666667;1,26666666666667;1,73333333333333;2,6
"chr1_48017865_ID=RF00032.27";17,6666666666667;8,26666666666667;14,6666666666667;11,6;8,86666666666667;17,4666666666667;26,8666666666667;5,66666666666667;37;40;28;26,5333333333333;13,9333333333333;19,4666666666667;63,1333333333333
"chr1_48026261_ID=RF00032.28";1,26666666666667;1,13333333333333;1,26666666666667;1;0,133333333333333;0,466666666666667;0,533333333333333;1;1,8;0,466666666666667;0,666666666666667;0,466666666666667;1,26666666666667;1,73333333333333;0,6
"chr1_48026805_ID=RF00032.29";2,06666666666667;1,13333333333333;1,26666666666667;1;1,13333333333333;1,26666666666667;1,73333333333333;1;1,8;5,13333333333333;2;0,466666666666667;1,26666666666667;1,73333333333333;2,6
"chr1_48028024_ID=RF00032.30";17,6;8,2;14,6;11,5333333333333;8,73333333333333;17,3333333333333;26,5333333333333;5,66666666666667;36,6;39,4666666666667;27,7333333333333;26,4666666666667;13,8;19,4;62,7333333333333
"chr1_48029884_ID=RF00032.31";1,26666666666667;0,133333333333333;1,26666666666667;1;0,133333333333333;0,466666666666667;0,533333333333333;1;1,8;1,73333333333333;0,6;1,66666666666667;0,133333333333333;1,73333333333333;2,53333333333333
"chr1_48030294_ID=RF00032.32";1,26666666666667;1,66666666666667;1,26666666666667;1;0,133333333333333;1,26666666666667;4,13333333333333;1;0,466666666666667;1,73333333333333;2;1,66666666666667;1,26666666666667;1,73333333333333;2,53333333333333
"chr1_48031911_ID=RF00032.33";19,4;9,13333333333333;16,6;12,3333333333333;11,5333333333333;21,0666666666667;30,7333333333333;9,46666666666667;31,1333333333333;39,3333333333333;31,5333333333333;25,9333333333333;15,9333333333333;16,6;58,6
"chr1_48033109_ID=RF00032.34";1,26666666666667;1,13333333333333;1,2;1;1,13333333333333;1,26666666666667;1,73333333333333;1;1,8;3,86666666666667;2;0,466666666666667;1,26666666666667;1,73333333333333;2,46666666666667
"chr1_48033534_ID=RF00032.35";3,2;1,06666666666667;2,13333333333333;1,53333333333333;1,13333333333333;0,466666666666667;1,73333333333333;2,66666666666667;3,53333333333333;1,73333333333333;0,6;1,66666666666667;1,26666666666667;3,53333333333333;0,6
"chr1_48223222_ID=mir-6581_1";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,466666666666667;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;1,73333333333333;0,6
"chr1_48973719_number=5";355,733333333333;538,466666666667;353;1312,13333333333;1883,73333333333;382,866666666667;463,2;666;2109,26666666667;498,133333333333;172,066666666667;129,733333333333;788,933333333333;726,466666666667;115,666666666667
"chr1_49039366_ID=RF00007.1";22,6;25,8;78;57,9333333333333;52,4666666666667;28,6666666666667;137,533333333333;70,2666666666667;85,7333333333333;106,533333333333;47,9333333333333;23,5333333333333;51,8;185,266666666667;40
"chr1_49133041_ID=mir-1581_1";1,26666666666667;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;1,86666666666667;0,466666666666667;0,133333333333333;0,466666666666667;2,46666666666667
"chr1_49353559_ID=mir-33_2";91,5333333333333;248,733333333333;198,4;498,133333333333;1270,93333333333;416,8;205,2;248,733333333333;321,066666666667;804,8;245,866666666667;712,266666666667;66;982,933333333333;659,266666666667
"chr1_49486009_ID=RF02253.1";2,06666666666667;1,06666666666667;1,2;1;1,13333333333333;0,4;8,86666666666667;1,4;1,8;3,86666666666667;0,6;1,66666666666667;1,26666666666667;1,73333333333333;2,46666666666667
"chr1_49748062_ID=mir-1683_1";1,26666666666667;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;1,73333333333333;0;1,73333333333333;0,466666666666667;0,6;1,66666666666667;1,26666666666667;0,466666666666667;0,533333333333333
"chr1_50354165_ID=RF00100.2";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_50550577_CD_164";393,733333333333;155,866666666667;299,133333333333;148,066666666667;181,733333333333;153,2;416,8;121,133333333333;283,266666666667;254,866666666667;307,8;450,6;210,266666666667;538,466666666667;581,2
"chr1_50552408_ID=mir-3538_1";390,8;91,5333333333333;35,4;72,6666666666667;89,7333333333333;127,133333333333;89,3333333333333;64,3333333333333;105;157,333333333333;198,4;233,733333333333;181,733333333333;188,333333333333;281,8
"chr1_51573092_ID=mir-1742_1";1,2;1,66666666666667;0,266666666666667;1,46666666666667;1,73333333333333;1,26666666666667;0,466666666666667;1,33333333333333;0,466666666666667;0,466666666666667;0,6;0,466666666666667;2,66666666666667;1,73333333333333;0,533333333333333
"chr1_55365913_number=6";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_55823926_number=7";4204,33333333333;1368,13333333333;130,8;543,733333333333;204,066666666667;1049,8;413,6;504,866666666667;295,6;393,733333333333;1270,93333333333;707,333333333333;3816,33333333333;155,866666666667;813,866666666667
"chr1_58018961_ID=mir-490_1";40,7333333333333;28,6666666666667;4,2;3065,4;970,333333333333;2,86666666666667;3245,46666666667;1525,66666666667;1,73333333333333;1,73333333333333;7,26666666666667;3,53333333333333;25,2;491,066666666667;29,7333333333333
"chr1_58358091_ID=mir-2955_1";4,13333333333333;3,13333333333333;3,2;3;13,9333333333333;3,13333333333333;6,4;3,13333333333333;3,53333333333333;8,2;9,33333333333333;11,3333333333333;3,6;4,8;34,5333333333333
"chr1_59704345_ID=mir-1593_1";0,133333333333333;1,06666666666667;0,266666666666667;1;1,13333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;2,33333333333333
"chr1_63906594_ID=RF00001.1";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_66410277_ID=RF02271.2";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_68833800_ID=RF02271.3";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_69563792_ID=RF02094.2";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,6;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_70997895_ID=RF02271.4";0,133333333333333;0,133333333333333;0,266666666666667;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,533333333333333;0,466666666666667;0,133333333333333;0,466666666666667;0,533333333333333
"chr1_71371144_ID=let-7_5";20950,6;14070,7333333333;24181,9333333333;48881,3333333333;19586,8666666667;26331,5333333333;14305,1333333333;32100,2666666667;19362;17319,2;32100,2666666667;69481,6666666667;28629,2666666667;28629,2666666667;27892,6666666667
"chr1_71371975_ID=let-7_10";4887,8;2253,2;9695;8074,26666666667;3664,2;5508,33333333333;4604,6;3015,86666666667;2958,86666666667;2028,06666666667;5352,86666666667;12427,4666666667;3902,53333333333;3548,06666666667;6065,66666666667
"chr1_71640474_ID=mir-1727_1";0,133333333333333;0,133333333333333;0,2;1;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;1,73333333333333;1,86666666666667;1,66666666666667;0,133333333333333;1,73333333333333;2,33333333333333
"chr1_73671508_ID=RF00485.3";0,133333333333333;0,133333333333333;0,2;1;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,533333333333333;0,466666666666667;0,133333333333333;0,466666666666667;0,466666666666667
"chr1_73762938_ID=RF00485.4";0,133333333333333;0,133333333333333;0,2;0;0,133333333333333;0,4;0,466666666666667;1;0,466666666666667;0,466666666666667;0,533333333333333;0,466666666666667;0,133333333333333;0,466666666666667;0,466666666666667
"chr1_74770729_ID=RF00214.3";1,2;2,46666666666667;1,2;0;0,133333333333333;10,6666666666667;4,13333333333333;0;0,466666666666667;1,73333333333333;0,533333333333333;0,466666666666667;1,26666666666667;1,73333333333333;2,33333333333333
"chr1_75871760_ID=mir-6606_1";1,2;0,133333333333333;0,2;0;0,133333333333333;1,26666666666667;0,466666666666667;0;0,466666666666667;0,466666666666667;0,533333333333333;0,466666666666667;0,133333333333333;0,466666666666667;0,466666666666667
"chr1_76072443_ID=RF00214.4";1,2;1,66666666666667;1,2;0;0,133333333333333;6,73333333333333;1,73333333333333;0;0,466666666666667;1,73333333333333;0,533333333333333;1,66666666666667;1,26666666666667;0,4;0,466666666666667
"chr1_76381420_ID=mir-6553_1";8,46666666666667;10,4666666666667;25,9333333333333;16,8666666666667;14,8666666666667;6,73333333333333;12,1333333333333;12;8,2;11,4;7,26666666666667;11,2666666666667;8,13333333333333;5,66666666666667;19,0666666666667
"chr1_76402291_CD_58";0,133333333333333;0,133333333333333;0,2;0;0,133333333333333;0,4;0,466666666666667;0;0,466666666666667;0,466666666666667;0,533333333333333;0,466666666666667;0,133333333333333;0,4;0,466666666666667
"chr1_76472751_HACA_98";19,2666666666667;16,8666666666667;7,73333333333333;39,1333333333333;17,6666666666667;7,8;6,4;11,8;8,2;5,06666666666667;9,26666666666667;12,8666666666667;9;15,1333333333333;4,8
"chr1_76805518_ID=RF00066.1";98,0666666666667;84,6666666666667;68,5333333333333;108,8;120,666666666667;198,4;108,8;69,5333333333333;130,8;119,333333333333;71;149,266666666667;92,6;289,333333333333;213,933333333333
